Donor_ID,Project_ID,Score
DNR2700,PRJ0156,0.5855
DNR2700,PRJ0699,0.8833
DNR2700,PRJ1497,0.9266
DNR2700,PRJ1855,0.7219
DNR2700,PRJ0890,0.6997
DNR2700,PRJ0351,0.8729
DNR2700,PRJ1238,0.6944
DNR2700,PRJ1279,0.6907
DNR2701,PRJ1775,0.6307
DNR2701,PRJ0222,0.7588
DNR2701,PRJ1400,0.8944
DNR2701,PRJ1410,0.8374
DNR2701,PRJ1559,0.5928
DNR2701,PRJ0491,0.7981
DNR2701,PRJ0823,0.9675
DNR2701,PRJ1877,0.8173
DNR2701,PRJ1931,0.7053
DNR2701,PRJ1905,0.6443
DNR2702,PRJ0862,0.6119
DNR2702,PRJ1508,0.7209
DNR2702,PRJ0322,0.8471
DNR2702,PRJ0655,0.5506
DNR2702,PRJ1989,0.8478
DNR2702,PRJ0671,0.7337
DNR2702,PRJ0705,0.5146
DNR2702,PRJ1877,0.5499
DNR2702,PRJ0622,0.7581
DNR2702,PRJ0474,0.9424
DNR2703,PRJ0304,0.6801
DNR2703,PRJ1234,0.6833
DNR2703,PRJ1526,0.7723
DNR2703,PRJ1574,0.9599
DNR2703,PRJ0689,0.5415
DNR2703,PRJ1612,0.9752
DNR2703,PRJ0620,0.6995
DNR2703,PRJ1231,0.7605
DNR2703,PRJ0777,0.8217
DNR2703,PRJ1141,0.8973
DNR2704,PRJ0886,0.8089
DNR2704,PRJ1614,0.8536
DNR2704,PRJ0345,0.6594
DNR2704,PRJ0939,0.8917
DNR2704,PRJ0434,0.8332
DNR2704,PRJ0452,0.8869
DNR2704,PRJ1317,0.6714
DNR2704,PRJ0687,0.533
DNR2704,PRJ0579,0.9168
DNR2704,PRJ0757,0.9109
DNR2705,PRJ1173,0.8805
DNR2705,PRJ0119,0.9318
DNR2705,PRJ1969,0.5886
DNR2705,PRJ0340,0.9498
DNR2705,PRJ1875,0.7356
DNR2705,PRJ1313,0.7543
DNR2705,PRJ1454,0.6623
DNR2705,PRJ1898,0.658
DNR2705,PRJ0268,0.6185
DNR2705,PRJ0777,0.5383
DNR2706,PRJ1375,0.7776
DNR2706,PRJ0409,0.7845
DNR2706,PRJ0481,0.9871
DNR2706,PRJ1206,0.8169
DNR2706,PRJ1792,0.7441
DNR2706,PRJ1828,0.8056
DNR2706,PRJ1577,0.6028
DNR2706,PRJ1586,0.6816
DNR2706,PRJ0681,0.7081
DNR2706,PRJ0672,0.5691
DNR2707,PRJ0198,0.9798
DNR2707,PRJ0733,0.7274
DNR2707,PRJ0403,0.6745
DNR2707,PRJ0457,0.7747
DNR2707,PRJ0156,0.9207
DNR2707,PRJ0651,0.6129
DNR2707,PRJ1213,0.6574
DNR2707,PRJ0539,0.6183
DNR2707,PRJ0251,0.5322
DNR2707,PRJ0014,0.6376
DNR2708,PRJ0698,0.7458
DNR2708,PRJ1547,0.5149
DNR2708,PRJ0692,0.9212
DNR2708,PRJ1146,0.8509
DNR2708,PRJ1821,0.6796
DNR2708,PRJ0615,0.6627
DNR2708,PRJ0159,0.8073
DNR2708,PRJ0100,0.6423
DNR2708,PRJ1304,0.9355
DNR2708,PRJ0817,0.7577
DNR2709,PRJ0396,0.8848
DNR2709,PRJ1377,0.5202
DNR2709,PRJ0534,0.7468
DNR2709,PRJ1467,0.6604
DNR2709,PRJ0561,0.8109
DNR2709,PRJ1828,0.6494
DNR2709,PRJ1940,0.5847
DNR2709,PRJ0683,0.778
DNR2709,PRJ0056,0.8854
DNR2709,PRJ0663,0.6308
DNR2710,PRJ0270,0.848
DNR2710,PRJ0080,0.6147
DNR2710,PRJ1639,0.6729
DNR2710,PRJ1735,0.6138
DNR2710,PRJ1579,0.8345
DNR2710,PRJ0637,0.7842
DNR2710,PRJ0972,0.7837
DNR2710,PRJ0548,0.8144
DNR2710,PRJ1549,0.8477
DNR2710,PRJ1357,0.509
DNR2711,PRJ1048,0.7088
DNR2711,PRJ0956,0.9535
DNR2711,PRJ0482,0.943
DNR2711,PRJ0150,0.8561
DNR2711,PRJ1291,0.7077
DNR2711,PRJ0124,0.8497
DNR2711,PRJ0269,0.8773
DNR2711,PRJ0963,0.7459
DNR2711,PRJ1275,0.659
DNR2711,PRJ0797,0.8332
DNR2712,PRJ0555,0.5926
DNR2712,PRJ1752,0.6595
DNR2712,PRJ1808,0.6173
DNR2712,PRJ1794,0.7744
DNR2712,PRJ1391,0.7335
DNR2712,PRJ0691,0.6056
DNR2712,PRJ0339,0.5023
DNR2712,PRJ1536,0.6088
DNR2712,PRJ1266,0.926
DNR2712,PRJ1373,0.5535
DNR2713,PRJ0720,0.6075
DNR2713,PRJ1222,0.8477
DNR2713,PRJ1539,0.5241
DNR2713,PRJ0317,0.9359
DNR2713,PRJ0835,0.6261
DNR2713,PRJ0845,0.6704
DNR2713,PRJ0950,0.9479
DNR2713,PRJ0959,0.5508
DNR2713,PRJ1917,0.7542
DNR2713,PRJ0487,0.6842
DNR2714,PRJ0315,0.7388
DNR2714,PRJ0175,0.7161
DNR2714,PRJ0335,0.9281
DNR2714,PRJ1594,0.9188
DNR2714,PRJ1833,0.9466
DNR2714,PRJ0953,0.9675
DNR2714,PRJ0883,0.5834
DNR2714,PRJ0521,0.5839
DNR2714,PRJ1191,0.9209
DNR2714,PRJ1200,0.9679
DNR2715,PRJ0454,0.9836
DNR2715,PRJ0798,0.8204
DNR2715,PRJ1250,0.615
DNR2715,PRJ1560,0.5304
DNR2715,PRJ0633,0.7707
DNR2715,PRJ0075,0.901
DNR2715,PRJ0939,0.8727
DNR2715,PRJ1720,0.8681
DNR2715,PRJ1144,0.7982
DNR2715,PRJ1233,0.9413
DNR2716,PRJ0441,0.5441
DNR2716,PRJ1158,0.7147
DNR2716,PRJ0940,0.654
DNR2716,PRJ1977,0.7767
DNR2716,PRJ1554,0.7919
DNR2716,PRJ0762,0.6705
DNR2716,PRJ0140,0.6063
DNR2716,PRJ0803,0.8062
DNR2716,PRJ1068,0.6104
DNR2716,PRJ1336,0.603
DNR2717,PRJ1281,0.5705
DNR2717,PRJ1964,0.8915
DNR2717,PRJ1197,0.8456
DNR2717,PRJ0550,0.9926
DNR2717,PRJ1834,0.5527
DNR2717,PRJ0263,0.8021
DNR2717,PRJ0654,0.895
DNR2717,PRJ1408,0.8647
DNR2717,PRJ0528,0.9762
DNR2717,PRJ0418,0.7168
DNR2718,PRJ1131,0.5923
DNR2718,PRJ0071,0.7578
DNR2718,PRJ0192,0.8163
DNR2718,PRJ1821,0.7265
DNR2718,PRJ1018,0.537
DNR2718,PRJ0293,0.503
DNR2718,PRJ0090,0.7842
DNR2718,PRJ1022,0.7062
DNR2718,PRJ0665,0.7062
DNR2718,PRJ1989,0.6527
DNR2719,PRJ1476,0.8875
DNR2719,PRJ1393,0.758
DNR2719,PRJ1484,0.7027
DNR2719,PRJ1310,0.5576
DNR2719,PRJ0735,0.8569
DNR2719,PRJ1218,0.5073
DNR2719,PRJ1863,0.5981
DNR2719,PRJ1970,0.9399
DNR2719,PRJ1690,0.5248
DNR2719,PRJ0743,0.5158
DNR2720,PRJ0900,0.6775
DNR2720,PRJ0323,0.8038
DNR2720,PRJ1254,0.7093
DNR2720,PRJ1282,0.9257
DNR2720,PRJ0332,0.8929
DNR2720,PRJ1466,0.6283
DNR2720,PRJ1373,0.644
DNR2720,PRJ0777,0.8624
DNR2720,PRJ1324,0.7658
DNR2720,PRJ0844,0.7393
DNR2721,PRJ1498,0.8434
DNR2721,PRJ0815,0.9722
DNR2721,PRJ0691,0.5196
DNR2721,PRJ1440,0.977
DNR2721,PRJ1944,0.8968
DNR2721,PRJ1610,0.966
DNR2721,PRJ0525,0.8205
DNR2721,PRJ0812,0.8627
DNR2721,PRJ1653,0.8475
DNR2721,PRJ1644,0.7533
DNR2722,PRJ0158,0.7129
DNR2722,PRJ1278,0.8183
DNR2722,PRJ0983,0.8363
DNR2722,PRJ0240,0.8212
DNR2722,PRJ0745,0.6556
DNR2722,PRJ1634,0.8666
DNR2722,PRJ1537,0.6575
DNR2722,PRJ1645,0.852
DNR2722,PRJ1787,0.7443
DNR2722,PRJ1998,0.8825
DNR2723,PRJ1222,0.9071
DNR2723,PRJ1725,0.9983
DNR2723,PRJ1951,0.5629
DNR2723,PRJ1791,0.692
DNR2723,PRJ1918,0.7094
DNR2723,PRJ0830,0.7685
DNR2723,PRJ0201,0.6357
DNR2723,PRJ0882,0.6099
DNR2723,PRJ1475,0.531
DNR2723,PRJ0226,0.6427
DNR2724,PRJ1584,0.6274
DNR2724,PRJ1237,0.5705
DNR2724,PRJ1888,0.8107
DNR2724,PRJ0447,0.8763
DNR2724,PRJ1674,0.588
DNR2724,PRJ1294,0.7458
DNR2724,PRJ1532,0.7022
DNR2724,PRJ0147,0.725
DNR2724,PRJ0135,0.6293
DNR2724,PRJ1653,0.6653
DNR2725,PRJ0189,0.9515
DNR2725,PRJ1568,0.8506
DNR2725,PRJ0179,0.7309
DNR2725,PRJ0178,0.6328
DNR2725,PRJ0428,0.7814
DNR2725,PRJ0254,0.6838
DNR2725,PRJ1924,0.8103
DNR2725,PRJ1827,0.9079
DNR2725,PRJ0542,0.8616
DNR2725,PRJ0525,0.5904
DNR2726,PRJ1273,0.8976
DNR2726,PRJ1820,0.532
DNR2726,PRJ0559,0.9365
DNR2726,PRJ0256,0.9139
DNR2726,PRJ0753,0.5341
DNR2726,PRJ1782,0.9679
DNR2726,PRJ1403,0.9401
DNR2726,PRJ0220,0.6011
DNR2726,PRJ0425,0.5889
DNR2726,PRJ1281,0.5223
DNR2727,PRJ1433,0.7784
DNR2727,PRJ0257,0.9061
DNR2727,PRJ1829,0.6086
DNR2727,PRJ0405,0.7784
DNR2727,PRJ1445,0.7948
DNR2727,PRJ0896,0.7584
DNR2727,PRJ1439,0.8519
DNR2727,PRJ1825,0.7301
DNR2727,PRJ1273,0.9727
DNR2727,PRJ1862,0.5471
DNR2728,PRJ0719,0.5998
DNR2728,PRJ1677,0.8424
DNR2728,PRJ0288,0.7791
DNR2728,PRJ0596,0.7789
DNR2728,PRJ1097,0.9776
DNR2728,PRJ0813,0.5989
DNR2728,PRJ0722,0.6721
DNR2728,PRJ0978,0.7662
DNR2728,PRJ0761,0.885
DNR2728,PRJ1430,0.9526
DNR2729,PRJ0779,0.9326
DNR2729,PRJ1949,0.814
DNR2729,PRJ0460,0.8255
DNR2729,PRJ1287,0.5557
DNR2729,PRJ1331,0.9707
DNR2729,PRJ1855,0.9311
DNR2729,PRJ0878,0.6973
DNR2729,PRJ0286,0.6128
DNR2729,PRJ0241,0.9463
DNR2729,PRJ0780,0.8243
DNR2730,PRJ1256,0.9503
DNR2730,PRJ1802,0.7893
DNR2730,PRJ1824,0.6625
DNR2730,PRJ0305,0.5051
DNR2730,PRJ1566,0.9264
DNR2730,PRJ1958,0.5868
DNR2730,PRJ1384,0.9633
DNR2730,PRJ0352,0.8223
DNR2730,PRJ0627,0.792
DNR2730,PRJ1143,0.6347
DNR2731,PRJ1318,0.6285
DNR2731,PRJ1928,0.963
DNR2731,PRJ1570,0.5232
DNR2731,PRJ1905,0.5069
DNR2731,PRJ1034,0.5256
DNR2731,PRJ0126,0.8971
DNR2731,PRJ0257,0.7907
DNR2731,PRJ0942,0.9568
DNR2731,PRJ0703,0.5685
DNR2731,PRJ0115,0.7502
DNR2732,PRJ0271,0.6433
DNR2732,PRJ1540,0.9614
DNR2732,PRJ1272,0.8743
DNR2732,PRJ0628,0.955
DNR2732,PRJ1711,0.9778
DNR2732,PRJ1203,0.549
DNR2732,PRJ0176,0.7575
DNR2732,PRJ0487,0.847
DNR2732,PRJ1688,0.8076
DNR2732,PRJ0003,0.9372
DNR2733,PRJ0599,0.8181
DNR2733,PRJ1544,0.9252
DNR2733,PRJ1029,0.9562
DNR2733,PRJ1037,0.8267
DNR2733,PRJ0149,0.9479
DNR2733,PRJ1456,0.777
DNR2733,PRJ0883,0.9008
DNR2733,PRJ1605,0.9889
DNR2733,PRJ0132,0.7849
DNR2733,PRJ1756,0.8904
DNR2734,PRJ0706,0.67
DNR2734,PRJ0346,0.5872
DNR2734,PRJ0771,0.5335
DNR2734,PRJ0736,0.7602
DNR2734,PRJ0718,0.5664
DNR2734,PRJ1426,0.774
DNR2734,PRJ0076,0.948
DNR2734,PRJ0584,0.5619
DNR2734,PRJ0204,0.7019
DNR2734,PRJ1963,0.9796
DNR2735,PRJ0186,0.8496
DNR2735,PRJ0166,0.7779
DNR2735,PRJ1041,0.5357
DNR2735,PRJ0353,0.9154
DNR2735,PRJ1398,0.9831
DNR2735,PRJ1584,0.7359
DNR2735,PRJ0636,0.815
DNR2735,PRJ1029,0.7888
DNR2735,PRJ1300,0.854
DNR2735,PRJ0951,0.805
DNR2736,PRJ0406,0.9147
DNR2736,PRJ0399,0.545
DNR2736,PRJ1498,0.7445
DNR2736,PRJ0527,0.7622
DNR2736,PRJ1254,0.7049
DNR2736,PRJ1619,0.7843
DNR2736,PRJ1495,0.7668
DNR2736,PRJ0988,0.5607
DNR2736,PRJ0128,0.5136
DNR2736,PRJ1740,0.8692
DNR2737,PRJ1265,0.7275
DNR2737,PRJ1424,0.763
DNR2737,PRJ1659,0.9794
DNR2737,PRJ0856,0.8203
DNR2737,PRJ1513,0.8726
DNR2737,PRJ0047,0.8951
DNR2737,PRJ1853,0.7381
DNR2737,PRJ0874,0.7752
DNR2737,PRJ1946,0.7356
DNR2737,PRJ0142,0.8177
DNR2738,PRJ0449,0.7515
DNR2738,PRJ0264,0.7484
DNR2738,PRJ1908,0.5755
DNR2738,PRJ1431,0.7809
DNR2738,PRJ0627,0.7624
DNR2738,PRJ0113,0.7824
DNR2738,PRJ1136,0.5644
DNR2738,PRJ0326,0.9349
DNR2738,PRJ1665,0.6559
DNR2738,PRJ1698,0.6695
DNR2739,PRJ1559,0.6012
DNR2739,PRJ0917,0.9282
DNR2739,PRJ1431,0.5541
DNR2739,PRJ0353,0.9192
DNR2739,PRJ0359,0.8805
DNR2739,PRJ1949,0.6382
DNR2739,PRJ0141,0.9615
DNR2739,PRJ1510,0.7894
DNR2739,PRJ1835,0.7618
DNR2739,PRJ0926,0.7374
DNR2740,PRJ0968,0.6252
DNR2740,PRJ0076,0.5327
DNR2740,PRJ0990,0.9609
DNR2740,PRJ1581,0.7979
DNR2740,PRJ1067,0.8767
DNR2740,PRJ1977,0.617
DNR2740,PRJ0599,0.9843
DNR2740,PRJ0863,0.9349
DNR2740,PRJ1002,0.9665
DNR2740,PRJ0515,0.5609
DNR2741,PRJ1946,0.625
DNR2741,PRJ0092,0.5188
DNR2741,PRJ0517,0.6262
DNR2741,PRJ1364,0.8606
DNR2741,PRJ1929,0.9139
DNR2741,PRJ1622,0.5371
DNR2741,PRJ1971,0.6281
DNR2741,PRJ0715,0.6715
DNR2741,PRJ1837,0.8472
DNR2741,PRJ1552,0.944
DNR2742,PRJ0904,0.8398
DNR2742,PRJ0267,0.6691
DNR2742,PRJ0796,0.7067
DNR2742,PRJ0031,0.9152
DNR2742,PRJ0283,0.9073
DNR2742,PRJ0498,0.9523
DNR2742,PRJ1307,0.7864
DNR2742,PRJ1933,0.5893
DNR2742,PRJ1222,0.8592
DNR2742,PRJ0434,0.5679
DNR2743,PRJ0179,0.7936
DNR2743,PRJ0536,0.6691
DNR2743,PRJ1373,0.8829
DNR2743,PRJ1128,0.9386
DNR2743,PRJ1368,0.6679
DNR2743,PRJ0142,0.8167
DNR2743,PRJ1905,0.8168
DNR2743,PRJ1426,0.5344
DNR2743,PRJ0419,0.9874
DNR2743,PRJ1380,0.5586
DNR2744,PRJ1231,0.9972
DNR2744,PRJ0439,0.697
DNR2744,PRJ0986,0.6141
DNR2744,PRJ0183,0.5969
DNR2744,PRJ1400,0.8392
DNR2744,PRJ1158,0.6409
DNR2744,PRJ1263,0.9383
DNR2744,PRJ1343,0.6704
DNR2744,PRJ0547,0.9357
DNR2744,PRJ1850,0.7462
DNR2745,PRJ0616,0.5394
DNR2745,PRJ0983,0.5884
DNR2745,PRJ0719,0.9741
DNR2745,PRJ1772,0.9523
DNR2745,PRJ0946,0.9139
DNR2745,PRJ0577,0.5249
DNR2745,PRJ1837,0.92
DNR2745,PRJ1992,0.6983
DNR2745,PRJ1501,0.956
DNR2745,PRJ1524,0.9088
DNR2746,PRJ1777,0.6415
DNR2746,PRJ1853,0.7177
DNR2746,PRJ0087,0.9277
DNR2746,PRJ1444,0.6981
DNR2746,PRJ0428,0.8975
DNR2746,PRJ0519,0.6392
DNR2746,PRJ0866,0.7361
DNR2746,PRJ0125,0.7586
DNR2746,PRJ1882,0.8875
DNR2746,PRJ0743,0.5393
DNR2747,PRJ0604,0.8447
DNR2747,PRJ1606,0.689
DNR2747,PRJ0007,0.7563
DNR2747,PRJ1587,0.9231
DNR2747,PRJ1559,0.7884
DNR2747,PRJ1155,0.6012
DNR2747,PRJ1951,0.7628
DNR2747,PRJ1187,0.7208
DNR2747,PRJ1413,0.623
DNR2747,PRJ0477,0.9719
DNR2748,PRJ0762,0.5344
DNR2748,PRJ1189,0.6234
DNR2748,PRJ0726,0.6222
DNR2748,PRJ0197,0.9596
DNR2748,PRJ0533,0.8915
DNR2748,PRJ1021,0.9657
DNR2748,PRJ1696,0.6013
DNR2748,PRJ1173,0.6592
DNR2748,PRJ1837,0.5546
DNR2748,PRJ1622,0.8537
DNR2749,PRJ1411,0.7894
DNR2749,PRJ0432,0.7086
DNR2749,PRJ1410,0.9194
DNR2749,PRJ1262,0.5388
DNR2749,PRJ0916,0.8908
DNR2749,PRJ1080,0.7146
DNR2749,PRJ0422,0.6081
DNR2749,PRJ0278,0.6306
DNR2749,PRJ0801,0.7517
DNR2749,PRJ1165,0.8579
DNR2750,PRJ1073,0.825
DNR2750,PRJ1889,0.9201
DNR2750,PRJ1624,0.8783
DNR2750,PRJ0427,0.8653
DNR2750,PRJ1979,0.7969
DNR2750,PRJ1320,0.6264
DNR2750,PRJ0365,0.567
DNR2750,PRJ0461,0.5567
DNR2750,PRJ0277,0.6275
DNR2750,PRJ1802,0.6461
DNR2751,PRJ0638,0.8531
DNR2751,PRJ0912,0.5772
DNR2751,PRJ1678,0.6919
DNR2751,PRJ1782,0.7287
DNR2751,PRJ1318,0.6151
DNR2751,PRJ0452,0.8583
DNR2751,PRJ1211,0.7417
DNR2751,PRJ0370,0.8695
DNR2751,PRJ0673,0.7942
DNR2751,PRJ1447,0.5974
DNR2752,PRJ0281,0.7492
DNR2752,PRJ1880,0.7146
DNR2752,PRJ0477,0.9238
DNR2752,PRJ1239,0.5631
DNR2752,PRJ0849,0.8749
DNR2752,PRJ0998,0.6184
DNR2752,PRJ1345,0.948
DNR2752,PRJ0172,0.5111
DNR2752,PRJ1742,0.7528
DNR2752,PRJ0517,0.6936
DNR2753,PRJ0371,0.7302
DNR2753,PRJ0682,0.6007
DNR2753,PRJ0959,0.7854
DNR2753,PRJ0359,0.6341
DNR2753,PRJ0843,0.6105
DNR2753,PRJ0264,0.5621
DNR2753,PRJ1590,0.7436
DNR2753,PRJ1861,0.682
DNR2753,PRJ0749,0.6196
DNR2753,PRJ0771,0.5336
DNR2754,PRJ0341,0.7306
DNR2754,PRJ0422,0.9022
DNR2754,PRJ0423,0.8607
DNR2754,PRJ0576,0.5949
DNR2754,PRJ1300,0.8497
DNR2754,PRJ0771,0.9879
DNR2754,PRJ1343,0.8093
DNR2754,PRJ0821,0.7862
DNR2754,PRJ0314,0.6965
DNR2754,PRJ0500,0.87
DNR2755,PRJ1393,0.5848
DNR2755,PRJ0174,0.8363
DNR2755,PRJ1352,0.8716
DNR2755,PRJ1570,0.9981
DNR2755,PRJ1425,0.509
DNR2755,PRJ0631,0.6612
DNR2755,PRJ0090,0.6749
DNR2755,PRJ0492,0.9135
DNR2755,PRJ0491,0.8528
DNR2755,PRJ1245,0.7322
DNR2756,PRJ1178,0.6347
DNR2756,PRJ1504,0.5076
DNR2756,PRJ0112,0.7759
DNR2756,PRJ0133,0.8431
DNR2756,PRJ1611,0.8714
DNR2756,PRJ1895,0.5005
DNR2756,PRJ0857,0.6087
DNR2756,PRJ1432,0.6563
DNR2756,PRJ0471,0.5343
DNR2756,PRJ1035,0.8894
DNR2757,PRJ0846,0.6739
DNR2757,PRJ1205,0.9855
DNR2757,PRJ1795,0.5138
DNR2757,PRJ0068,0.6534
DNR2757,PRJ1159,0.8634
DNR2757,PRJ1562,0.5041
DNR2757,PRJ0338,0.5455
DNR2757,PRJ0056,0.662
DNR2757,PRJ1157,0.9094
DNR2757,PRJ0697,0.8301
DNR2758,PRJ0125,0.617
DNR2758,PRJ1164,0.5527
DNR2758,PRJ0273,0.5538
DNR2758,PRJ1106,0.9315
DNR2758,PRJ1220,0.9958
DNR2758,PRJ0518,0.6963
DNR2758,PRJ1869,0.8893
DNR2758,PRJ0955,0.9473
DNR2758,PRJ1995,0.8042
DNR2758,PRJ0628,0.9766
DNR2759,PRJ0589,0.8643
DNR2759,PRJ1502,0.6169
DNR2759,PRJ0205,0.648
DNR2759,PRJ0644,0.8908
DNR2759,PRJ0861,0.6829
DNR2759,PRJ0837,0.5994
DNR2759,PRJ1407,0.7235
DNR2759,PRJ0921,0.6224
DNR2759,PRJ0992,0.9186
DNR2759,PRJ0051,0.8835
DNR2760,PRJ1807,0.9606
DNR2760,PRJ1276,0.8941
DNR2760,PRJ0190,0.5688
DNR2760,PRJ1858,0.7508
DNR2760,PRJ1164,0.5746
DNR2760,PRJ1852,0.8577
DNR2760,PRJ0883,0.7332
DNR2760,PRJ1826,0.987
DNR2760,PRJ1659,0.9683
DNR2760,PRJ0180,0.835
DNR2761,PRJ0963,0.9265
DNR2761,PRJ1004,0.5709
DNR2761,PRJ0242,0.5527
DNR2761,PRJ1773,0.7867
DNR2761,PRJ1068,0.9058
DNR2761,PRJ0622,0.9322
DNR2761,PRJ0668,0.8183
DNR2761,PRJ0953,0.9496
DNR2761,PRJ1877,0.7814
DNR2761,PRJ1475,0.7811
DNR2762,PRJ1486,0.6594
DNR2762,PRJ1412,0.8366
DNR2762,PRJ1673,0.9893
DNR2762,PRJ0934,0.8877
DNR2762,PRJ0015,0.7119
DNR2762,PRJ1189,0.9847
DNR2762,PRJ1458,0.9438
DNR2762,PRJ1466,0.8065
DNR2762,PRJ0777,0.8158
DNR2762,PRJ0042,0.5246
DNR2763,PRJ1147,0.9998
DNR2763,PRJ1022,0.5638
DNR2763,PRJ0824,0.6992
DNR2763,PRJ1211,0.7709
DNR2763,PRJ0346,0.6153
DNR2763,PRJ0269,0.8523
DNR2763,PRJ0055,0.8194
DNR2763,PRJ1588,0.9649
DNR2763,PRJ0946,0.8561
DNR2763,PRJ0218,0.8183
DNR2764,PRJ0495,0.7585
DNR2764,PRJ1318,0.7975
DNR2764,PRJ0596,0.6237
DNR2764,PRJ0883,0.9391
DNR2764,PRJ1377,0.5941
DNR2764,PRJ1299,0.8589
DNR2764,PRJ0456,0.6709
DNR2764,PRJ1778,0.6779
DNR2764,PRJ0346,0.9374
DNR2764,PRJ1557,0.8552
DNR2765,PRJ1418,0.6983
DNR2765,PRJ0877,0.5364
DNR2765,PRJ1924,0.5673
DNR2765,PRJ1589,0.9185
DNR2765,PRJ1338,0.6755
DNR2765,PRJ1090,0.7506
DNR2765,PRJ0125,0.5956
DNR2765,PRJ1700,0.6236
DNR2765,PRJ1117,0.7996
DNR2765,PRJ0249,0.7485
DNR2766,PRJ1476,0.8547
DNR2766,PRJ0652,0.9779
DNR2766,PRJ0613,0.9057
DNR2766,PRJ1168,0.7337
DNR2766,PRJ0191,0.6592
DNR2766,PRJ0543,0.7812
DNR2766,PRJ1741,0.5161
DNR2766,PRJ1344,0.6751
DNR2766,PRJ0108,0.6052
DNR2766,PRJ1433,0.7533
DNR2767,PRJ0238,0.5438
DNR2767,PRJ1228,0.5257
DNR2767,PRJ0249,0.5302
DNR2767,PRJ0013,0.7466
DNR2767,PRJ0665,0.9166
DNR2767,PRJ0518,0.9776
DNR2767,PRJ1162,0.551
DNR2767,PRJ0294,0.8144
DNR2767,PRJ0420,0.8629
DNR2767,PRJ0345,0.5398
DNR2768,PRJ0916,0.8478
DNR2768,PRJ1510,0.8707
DNR2768,PRJ1201,0.7314
DNR2768,PRJ0771,0.6775
DNR2768,PRJ0691,0.5887
DNR2768,PRJ0909,0.7593
DNR2768,PRJ0945,0.772
DNR2768,PRJ1704,0.5543
DNR2768,PRJ0539,0.764
DNR2768,PRJ1254,0.5304
DNR2769,PRJ1073,0.8981
DNR2769,PRJ1407,0.772
DNR2769,PRJ1858,0.5165
DNR2769,PRJ1923,0.8849
DNR2769,PRJ0308,0.8319
DNR2769,PRJ0148,0.7599
DNR2769,PRJ1448,0.9869
DNR2769,PRJ0984,0.9311
DNR2769,PRJ0204,0.8102
DNR2769,PRJ1747,0.7523
DNR2770,PRJ0738,0.6333
DNR2770,PRJ1607,0.5007
DNR2770,PRJ0825,0.8091
DNR2770,PRJ1667,0.7356
DNR2770,PRJ0920,0.8275
DNR2770,PRJ0903,0.5153
DNR2770,PRJ1602,0.649
DNR2770,PRJ0452,0.6052
DNR2770,PRJ0139,0.554
DNR2770,PRJ0488,0.5918
DNR2771,PRJ1791,0.7078
DNR2771,PRJ0639,0.5618
DNR2771,PRJ0788,0.5494
DNR2771,PRJ1977,0.6779
DNR2771,PRJ0084,0.7369
DNR2771,PRJ0029,0.8909
DNR2771,PRJ0624,0.7695
DNR2771,PRJ1733,0.7383
DNR2771,PRJ1614,0.6267
DNR2771,PRJ1720,0.8589
DNR2772,PRJ1094,0.5304
DNR2772,PRJ1971,0.5098
DNR2772,PRJ0667,0.7636
DNR2772,PRJ0830,0.6088
DNR2772,PRJ1424,0.8403
DNR2772,PRJ1820,0.7071
DNR2772,PRJ0443,0.886
DNR2772,PRJ1347,0.8128
DNR2772,PRJ0604,0.9479
DNR2772,PRJ1384,0.7356
DNR2773,PRJ1582,0.501
DNR2773,PRJ0063,0.8661
DNR2773,PRJ0318,0.8444
DNR2773,PRJ0538,0.9545
DNR2773,PRJ1981,0.886
DNR2773,PRJ1466,0.9754
DNR2773,PRJ0198,0.5573
DNR2773,PRJ1950,0.5245
DNR2773,PRJ1847,0.8988
DNR2773,PRJ1771,0.735
DNR2774,PRJ1991,0.5311
DNR2774,PRJ0035,0.6049
DNR2774,PRJ0812,0.7105
DNR2774,PRJ1483,0.6715
DNR2774,PRJ0480,0.6974
DNR2774,PRJ1642,0.6098
DNR2774,PRJ0084,0.5979
DNR2774,PRJ1806,0.5727
DNR2774,PRJ1740,0.6422
DNR2774,PRJ0978,0.7638
DNR2775,PRJ0659,0.962
DNR2775,PRJ0851,0.746
DNR2775,PRJ1718,0.7611
DNR2775,PRJ0644,0.6152
DNR2775,PRJ1717,0.8434
DNR2775,PRJ1286,0.8835
DNR2775,PRJ1702,0.7672
DNR2775,PRJ1559,0.6556
DNR2775,PRJ0358,0.7286
DNR2775,PRJ1627,0.8503
DNR2776,PRJ1516,0.6314
DNR2776,PRJ1454,0.7655
DNR2776,PRJ0515,0.9898
DNR2776,PRJ0024,0.6641
DNR2776,PRJ1525,0.7598
DNR2776,PRJ1633,0.845
DNR2776,PRJ1053,0.9341
DNR2776,PRJ0786,0.6354
DNR2776,PRJ0494,0.8077
DNR2776,PRJ0474,0.8722
DNR2777,PRJ0493,0.9768
DNR2777,PRJ1515,0.6253
DNR2777,PRJ0697,0.5246
DNR2777,PRJ2000,0.8299
DNR2777,PRJ1640,0.7391
DNR2777,PRJ1362,0.8656
DNR2777,PRJ1760,0.6312
DNR2777,PRJ1646,0.6848
DNR2777,PRJ0627,0.8275
DNR2777,PRJ1382,0.8824
DNR2778,PRJ0710,0.8179
DNR2778,PRJ0849,0.6649
